v1,v2,,,
not spam,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day,,,
spam,YOU ARE CHOSEN TO RECEIVE A ï¿½ï¿½350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile custo,,,
not spam,Hey what how about your project. Started aha da.,,,
not spam,Ok cool. See ya then.,,,
not spam,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?,,,
not spam,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,,,
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,,,
not spam,Yeah I can still give you a ride,,,
not spam,"Jay wants to work out first, how's 4 sound?",,,
not spam,"Gud gud..k, chikku tke care.. sleep well gud nyt",,,
not spam,Its a part of checking IQ,,,
not spam,Hmm thinking lor...,,,
not spam,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*,,,
not spam,thanks for the temales it was wonderful. Thank. Have a great week.,,,
not spam,Thank you princess! I want to see your nice juicy booty...,,,
not spam,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,,,
not spam,Gud ni8 dear..slp well..take care..swt dreams..Muah..,,,
not spam,U come n search tat vid..not finishd..,,,
not spam,"K I'm leaving soon, be there a little after 9",,,
spam,Urgent! Please call 09061213237 from a landline. ï¿½ï¿½5000 cash or a 4* holiday await collection. T &Cs SAE PO Box 177 M227XY.,,,
not spam,"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",,,
not spam,You do your studies alone without anyones help. If you cant no need to study.,,,
not spam,Please tell me not all of my car keys are in your purse,,,
not spam,I didnt get anything da,,,
not spam,Ok... Sweet dreams...,,,
not spam,Well she's in for a big surprise!,,,
not spam,"As usual..iam fine, happy &amp; doing well..:)",,,
not spam,1 in cbe. 2 in chennai.,,,
not spam,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.,,,
not spam,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,,,
not spam,I absolutely LOVE South Park! I only recently started watching the office.,,,
not spam,Did you see that film:),,,
not spam,Pls speak with me. I wont ask anything other then you friendship.,,,
not spam,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"," bt not his girlfrnd... G o o d n i g h t . . .@""",,
not spam,Gud ni8.swt drms.take care,,,
not spam,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN,,,
not spam,Anything lar then ï¿½_ not going home 4 dinne,,,
not spam,\ER," ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx\""""",,
spam,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy ",,,
not spam,Did u fix the teeth?if not do it asap.ok take care.,,,
not spam,So u wan 2 come for our dinner tonight a not?,,,
not spam,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",,,
not spam,Its too late:)but its k.wish you the same.,,,
not spam,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over.",,,
not spam,Oh yeah clearly it's my fault,,,
not spam,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,,,
not spam,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...",,,
spam,URGENT! Your Mobile number has been awarded with a ï¿½ï¿½2000 prize GUARANTEED. Call 09061790126 from land line. Claim 3030. Valid 12hrs only 15,,,
not spam,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\"".""",,,
not spam,"Vikky, come around  &lt;TIME&gt; ..",,,
not spam,"And how you will do that, princess? :)",,,
not spam,I have gone into get info bt dont know what to do,,,
not spam,"Yeah, probably here for a while",,,
not spam,Sent me ur email id soon,,,
spam,"URGENT! You have won a 1 week FREE membership in our ï¿½ï¿½100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7",,,
not spam,I'm still pretty weak today .. Bad day ?,,,
not spam,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,,,
not spam,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),,,
not spam,Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,,,
not spam,Dear where you. Call me,,,
not spam,Xy trying smth now. U eat already? We havent...,,,
spam,Urgent! Please call 09061213237 from landline. ï¿½ï¿½5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm.,,,
not spam,I donno its in your genes or something,,,
spam,XMAS iscoming & ur awarded either ï¿½ï¿½500 CD gift vouchers & free entry 2 r ï¿½ï¿½100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subsc,,,
not spam,Alex says he's not ok with you not being ok with it,,,
not spam,Are u coming to the funeral home,,,
not spam,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,,,
not spam,I.ll hand her my phone to chat wit u,,,
not spam,Well good morning mr . Hows london treatin' ya treacle?,,,
not spam,I can't make it tonight,,,
not spam,At WHAT TIME should i come tomorrow,,,
not spam,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,,,
not spam,"I can. But it will tell quite long, cos i haven't finish my film yet...",,,
not spam,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,,,
not spam,"\Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?\""""",,,
not spam,Ill be at yours in about 3 mins but look out for me,,,
not spam,What you did in  leave.,,,
not spam,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,,,
not spam,"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",,,
not spam,"yeah, that's what I was thinking",,,
not spam,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,,,
not spam,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,,,
not spam,My sister going to earn more than me da.,,,
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX ï¿½ï¿½,,,
not spam,Hahaha..use your brain dear,,,
not spam,Jus finish watching tv... U?,,,
not spam,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",,,
not spam,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",,,
not spam,Kothi print out marandratha.,,,
not spam,But we havent got da topic yet rite?,,,
not spam,Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,,,
not spam,"Thanks, I'll keep that in mind",,,
not spam,Aah bless! How's your arm?,,,
not spam,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",,,
not spam,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",,,
not spam,What makes you most happy?,,,
not spam,Wishing you a wonderful week.,,,
not spam,Sweet heart how are you?,,,
not spam,"Sir, waiting for your letter.",,,
not spam,Dude im no longer a pisces. Im an aquarius now.,,,
not spam,X course it 2yrs. Just so her messages on messenger lik you r sending me,,,
not spam,I think steyn surely get one wicket:),,,
not spam,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",,,
not spam,"Garbage bags, eggs, jam, bread, hannaford wheat chex",,,
not spam,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,,,
not spam,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,,,
not spam,My birthday is on feb  &lt;#&gt;  da. .,,,
not spam,So when do you wanna gym?,,,
not spam,You'd like that wouldn't you? Jerk!,,,
not spam,Are u awake? Is there snow there?,,,
not spam,And of course you should make a stink!,,,
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",,,
not spam,No go. No openings for that room 'til after thanksgiving without an upcharge.,,,
not spam,When you guys planning on coming over?,,,
not spam,Wat ï¿½_ doing no,,,
not spam,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",,,
not spam,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,,,
not spam,Do I? I thought I put it back in the box,,,
not spam,I'm home...,,,
not spam,No one interested. May be some business plan.,,,
not spam,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,,,
not spam,Good morning princess! Have a great day!,,,
not spam,Guai... ï¿½ï¿½ shd haf seen him when he's naughty... ï¿½ï¿½ so free today? Can go jo,,,
not spam,Aiyo cos i sms ï¿½_ then ï¿½_ neva reply so i wait 4 ï¿½_ to reply lar. I tot ï¿½_ havent finish ur ,,,
not spam,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",,,
not spam,Tell me something. Thats okay.,,,
not spam,Ok,,,
not spam,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,,,
not spam,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,,,
not spam,"Hey, iouri gave me your number, I'm wylie, ryan's friend",,,
not spam,Yep get with the program. You're slacking.,,,
not spam,I'm in inside office..still filling forms.don know when they leave me.,,,
not spam,"I think your mentor is , but not 100 percent sure.",,,
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
spam,A ï¿½ï¿½400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a ï¿½ï¿½400 reward. Just call 090,,,
not spam,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,,,
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,,,
not spam,Hi mom we might be back later than  &lt;#&gt; ,,,
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,,,
not spam,"Lol, oh you got a friend for the dog ?",,,
not spam,"Ok., is any problem to u frm him? Wats matter?",,,
not spam,"K I'll head out in a few mins, see you there",,,
not spam,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,,,
not spam,I cant pick the phone right now. Pls send a message,,,
