Num,Networth Next Year,Total assets,Net worth,Total income,Change in stock,Total expenses,Profit after tax,PBDITA,PBT,Cash profit,PBDITA as % of total income,PBT as % of total income,PAT as % of total income,Cash profit as % of total income,PAT as % of net worth,Sales,Income from financial services,Other income,Total capital,Reserves and funds,Deposits (accepted by commercial banks),Borrowings,Current liabilities & provisions,Deferred tax liability,Shareholders funds,Cumulative retained profits,Capital employed,TOL/TNW,Total term liabilities / tangible net worth,Contingent liabilities / Net worth (%),Contingent liabilities,Net fixed assets,Investments,Current assets,Net working capital,Quick ratio (times),Current ratio (times),Debt to equity ratio (times),Cash to current liabilities (times),Cash to average cost of sales per day,Creditors turnover,Debtors turnover,Finished goods turnover,WIP turnover,Raw material turnover,Shares outstanding,Equity face value,EPS,Adjusted EPS,Total liabilities,PE on BSE
2545,227,511.4,187.4,531.6,39.3,507.6,63.3,128.8,91.6,79.7,24.23,17.23,11.91,14.99,40.81,527.7,2.9,0.1,9.9,178.7,,169.5,153.3,,187.4,173.4,356.9,1.35,0.18,79.19,148.4,122,9.8,254.5,-31.1,0.35,0.81,0.9,0,0.26,5.69,7.68,11.51,6.64,3.78,NA,NA,-0.03,-0.03,511.4,NA
2546,898.3,2578.1,1047,1127.3,-21.2,1425.5,-319.4,-47.2,-436.7,-212.5,-4.19,-38.74,-28.33,-18.85,-26.53,1096.3,29.6,,836,211,,687.4,503.6,340.1,1047,-67,1734.4,1.08,0.58,31.82,333.2,1584.5,,489.2,-57.1,0.25,0.9,0.66,0.06,9.65,4.85,4.52,11.48,6.84,3.04,NA,NA,0.09,0.09,2578.1,NA
2547,1768.4,2083,1431.8,1942.6,-96.5,1818.4,27.7,126.8,41.2,120.9,6.53,2.12,1.43,6.22,1.94,1775,99.6,59,76.1,1397.9,,108,416.4,84.6,1431.8,1241.8,1539.8,0.34,0,0.45,6.5,545.8,228.7,641.8,179.2,0.79,1.39,0.08,0.21,18.75,3.7,6.06,23.03,21.51,5.04,7609900,10,8.28,8.28,2083,14.65
2548,132.5,156.3,121,100.7,1.1,91.4,10.4,17.2,11.2,13.5,17.08,11.12,10.33,13.41,9,100.3,0.1,0.1,70.8,51.5,,21.4,7.2,5.4,121,50.2,142.4,0.22,0.01,0,,61.7,,73.2,45.4,2.04,2.63,0.18,0.07,7.6,23.76,2.05,2.54,2.53,5.25,7081000,10,1.5,1.5,156.3,9.52
2549,4.1,5.3,2.9,8.1,0.2,7.7,0.6,1.1,0.8,1,13.58,9.88,7.41,12.35,23.08,7.9,,0.2,4.2,-1.3,,0.7,1.6,0.1,2.9,-1.3,3.6,0.69,0.24,0,,1.4,,3.3,1.7,1.44,2.06,0.24,0.19,15.21,3.42,3.76,49,55.8,3.78,420000,10,1.43,1.43,5.3,NA
2550,2860,5596.8,2034,8584,-25.4,7593.7,964.9,2000.1,1547.2,1395.4,23.3,18.02,11.24,16.26,59.66,8457,53.3,2.4,1154.5,1836,,6.6,2573.4,26.3,2990.5,2009.5,2997.1,0.73,0,51.45,1046.4,1384.4,135,2452.8,-62.2,0.56,0.98,0.47,0.08,10.54,4.42,7.44,27.3,13,4.47,1989576,100,359.37,359.37,5596.8,2.28
2551,85.8,203.1,105.5,338.8,0.5,325.7,13.6,25.8,15.1,19.8,7.62,4.46,4.01,5.84,15.84,338.8,,,13.1,92.4,,56.6,41,,105.5,92.4,162.1,0.92,0.25,0,,84.1,,97.1,26,0.96,1.37,0.54,0.09,7.09,18.85,5.92,83.14,65.73,8.23,1307260,10,10.4,10.4,203.1,0.28
2552,51.6,90,48.4,21.1,27,38.8,9.3,14.4,9.9,10.4,68.25,46.92,44.08,49.29,20.76,18.3,1.6,0.3,12.6,35.8,,29.7,11.9,,48.4,46.2,78.1,0.69,0.59,0,,28.2,21.6,32.6,19.4,0.26,2.47,0.61,0.22,139.28,594,5.3,-0.09,1.06,4.23,1262184,10,6.89,6.89,90,NA
2553,227.1,496.5,218.7,392.6,29.9,410.3,12.2,24.6,17.3,12.2,6.27,4.41,3.11,3.11,5.74,385.6,6.8,,19,199.7,,59.1,218.6,0.1,218.7,159.7,277.8,1.27,0.07,265.52,580.7,0.3,169.6,321.9,59.8,1.04,1.23,0.27,0.05,14.28,1.82,1.73,10.91,2.27,4.48,190000,100,63.16,63.16,496.5,NA
2554,4840.7,15223.4,3254,6468.7,17.7,5670.8,815.6,1828.8,923.3,1381.8,28.27,14.27,12.61,21.36,32.56,6358.8,67.5,42.4,3028.2,1188.1,,10231.6,715.5,60,4102.4,698,14334,3.34,3.11,20.5,667.2,12868.5,,1212.1,516.3,0.99,1.49,3.41,0.93,51.53,17.47,68.63,12,12.37,3.62,217979000,10,3.74,3.74,15223.4,13.98
2555,1397,2933.4,1394.2,1870.9,-14.1,1854.7,2.1,223.6,2.8,205.6,11.95,0.15,0.11,10.99,0.15,1870.9,,,650,746.7,,1401,135.7,,1394.2,67.4,2795.2,1.1,0.94,0,,2689.5,,189.7,-31.3,0.56,0.86,1,0.01,0.41,14.72,12.93,157.26,69.43,36.36,46997500,10,0.04,0.04,2933.4,NA
2556,51.8,51.9,51.7,0.9,,1.3,-0.4,-0.2,-0.4,0.2,-22.22,-44.44,-44.44,22.22,-0.77,0.5,0.4,,51.8,-0.1,,0.2,,,51.7,-0.2,51.9,0,0,0,,0.4,46.5,0.3,0.3,,,0,,136.88,1.11,1.43,,,0,10350000,5,0,0,51.9,NA
2557,71.2,168,70.3,282.1,18.1,299.3,0.9,13.9,2.1,5.1,4.93,0.74,0.32,1.81,1.29,280.9,0.4,,34.3,36,,51.3,38.8,7.6,70.3,14.2,121.6,1.26,0.36,0.28,0.2,42.1,,119.5,54.8,0.82,1.85,0.73,0,0.27,8.18,4.93,7.97,3.28,9.04,3524600,10,0.06,0.06,168,114.2
2558,152.9,335.6,127.1,531.3,3.7,505.1,29.9,60.1,45.7,41.2,11.31,8.6,5.63,7.75,26.09,530.9,,0.4,14.2,112.9,,152.6,37.1,18.8,127.1,112.9,279.7,1.31,0.41,3.23,4.1,110.3,,193.8,56.5,0.43,1.41,1.2,0.01,0.92,30.33,10.47,50.85,27.23,3.15,2500000,10,13.96,13.96,335.6,NA
2559,101.7,481.5,78.2,507.3,12.4,508.7,11,38.5,16.6,23.6,7.59,3.27,2.17,4.65,14.87,505,1.8,,45,33.5,,216.1,162.7,24.2,78.2,62.9,294.3,4.8,1.7,21.23,16.6,220.5,,237.1,0.8,0.62,1,2.76,0.01,2.6,2.97,4.18,7.61,6.35,16.91,4500000,10,2.51,2.51,481.5,NA
2560,-0.3,46,0.2,0.8,,0.8,0,0.8,0.1,0.8,100,12.5,0,100,0,0.8,,,20,20.1,,,5.8,0.1,0.2,-19.8,0.2,29,0,0,,44.3,0.6,1,-4.8,0.17,0.17,0,0.03,104.29,0,1.6,,,0,NA,NA,0,0,46,NA
2561,1129.9,2743.6,1037.9,3830.7,-399.4,3162.5,268.8,658.8,455.2,387.9,17.2,11.88,7.02,10.13,29.75,3813.2,5.1,11.8,71,967,,928.3,613.5,163.8,1037.9,336.9,1966.2,1.28,0.59,47.82,496.3,1179.9,130.4,1168.4,240.7,0.53,1.25,0.89,0.41,40.46,8.9,33.72,3.43,3.02,28.7,7099900,10,39.09,39.09,2743.6,NA
2562,-4,87.8,9.2,152.9,-7,155,-9.1,1.3,-8.9,-9.1,0.85,-5.82,-5.95,-5.95,-56,145.6,1.3,,31.2,-22,,56,22.6,,9.2,-22,65.2,8.83,4.67,0,,45.5,,35.2,-1.4,0.44,0.95,6.09,0.04,3.26,11.75,9.1,10.55,8.61,7.13,3118900,10,-2.92,-2.92,87.8,-1.83
2563,281.7,497.1,272.4,530.7,1.4,522,10.1,35.4,11.8,17.8,6.67,2.22,1.9,3.35,3.75,517,12.4,1.3,36.4,240.6,,93.2,108.3,18.6,272.4,200,365.6,0.68,0.12,6.46,17.6,111.6,25.2,128.3,-40.2,0.49,0.76,0.34,0.07,7.95,23.65,7.94,10.15,4.16,54.58,3642885,10,2.77,2.77,497.1,9.79
2564,5.3,6,5.3,,,,,,,,0,0,0,0,0,,,,0.5,,,,,,5.3,-0.7,5.3,0,0,0,,5.1,,0.2,0.2,,,0,,0,0,0,,,0,NA,NA,0,0,6,NA
2565,33.8,74.6,33.7,41.6,-3.4,38,0.2,1.6,0.2,1.5,3.85,0.48,0.48,3.61,0.61,41.5,0.1,,35.5,-1.8,,23.8,17.1,,33.7,-1.8,57.5,1.21,0.3,0,,25.1,1.9,42.2,13.3,1.08,1.46,0.71,0.02,6.19,2.89,1.38,85.04,4.83,1.02,5010000,10,0.04,0.04,74.6,NA
2566,915.2,3235.7,805.6,2194.2,2.9,2194.2,2.9,176.8,6.9,84.8,8.06,0.31,0.13,3.86,0.36,2112.1,7.5,74.6,263,542.6,,1311.2,1017.6,101.3,805.6,542.6,2116.8,2.83,1.4,26.75,215.5,647.4,1.2,1379.6,202.9,0.3,1.04,1.63,0.07,13.32,1.66,7.27,4.66,4.46,2.9,26300000,10,0.11,0.11,3235.7,187.73
2567,27.8,95.3,26.1,135.9,12.1,146.5,1.5,11.8,2.4,6.1,8.68,1.77,1.1,4.49,6.22,135.1,0.8,,15,8.6,,40.3,28.5,0.4,26.1,8.6,66.4,2.61,0.34,5.75,1.5,25.8,3.5,55,-1.5,0.4,0.96,1.54,0.04,5.97,6.04,5.99,8.35,8.35,10.88,NA,NA,0,0,95.3,NA
2568,2079.2,4465.6,1757.7,6985.5,143.1,6754,374.6,652,514.1,494.4,9.33,7.36,5.36,7.08,22.94,6889.8,77,18.5,87.6,1675,,265.3,2282,155.7,1757.7,1496.6,2023,1.32,0.12,24.72,434.5,689.6,143.6,3458.3,1231.2,0.76,1.55,0.15,0.07,8.52,5.16,4.76,17.12,12.97,4.75,8761250,10,42.79,25.67,4465.6,12.05
2569,368,456.4,360.6,477.7,-1.1,466.2,10.4,19.7,7.5,19.4,4.12,1.57,2.18,4.06,2.91,445.1,24.6,8,26.1,354.5,,11.6,47.8,16.4,380.6,352.5,392.2,0.15,0.02,3.94,14.2,87.9,61,238.3,188.1,1.93,4.75,0.09,0.09,3.61,15.96,4.95,8.26,6.97,3.61,610000,10,17.7,17.7,456.4,NA
2570,18.3,42.3,41.8,,,,,,,,0,0,0,0,0,,,,42.1,-0.3,,,0.5,,41.8,-0.3,41.8,0.01,0,0,,42.1,,,-0.5,0,0,0,0,0,0,0,,,0,NA,NA,0,0,42.3,NA
2571,11.7,13.9,13.3,8.7,,8.6,0.1,1.8,0.1,1.8,20.69,1.15,1.15,20.69,0.73,8.7,,,0.5,0.2,,,0.6,,13.3,0.2,13.3,0.05,0,0,,10.7,,3,2.4,4.83,5,0,0.33,8.49,9.83,3.87,,,32,NA,NA,0,0,13.9,NA
2572,62.6,225.6,82.7,286.5,14.5,298.7,2.3,16.5,3,10.1,5.76,1.05,0.8,3.53,3.07,282,0.6,2.2,48.7,30.9,,99.2,38.1,5.6,82.7,0,181.9,1.64,0.91,7.38,6.1,128.1,0.2,72.4,15.6,0.39,1.17,1.2,0.03,2.62,14.11,12.91,31.52,8.17,11.79,NA,NA,0,0,225.6,NA
2573,43.9,256.3,72.7,144.3,6.3,162.8,-12.2,11.7,-12.7,0.1,8.11,-8.8,-8.45,0.07,-15.48,142.5,1.7,,15,57.7,,109.4,74.2,,72.7,57.7,182.1,2.42,0.62,7.7,5.6,122.8,,100.9,-37.3,0.36,0.73,1.5,0.02,6.56,2.17,2.74,6.62,4.38,4.65,NA,NA,0.01,0.01,256.3,NA
2574,74,92.5,65.2,91.1,0.8,87.5,4.4,6.3,2.7,5.1,6.92,2.96,4.83,5.6,6.93,83.6,7.3,,8,57.2,,14.6,9.4,3.3,65.2,63.2,79.8,0.31,0,0.31,0.2,20,53.2,10.3,-13.7,0.07,0.43,0.22,0.03,2.93,29.37,209,13.44,16.16,3.41,800000,10,5.5,5.5,92.5,NA
2575,165.8,312.8,138,309.2,-2.2,296.5,10.5,40.9,14.5,24.8,13.23,4.69,3.4,8.02,7.98,304.5,1.9,1.2,53.2,84.8,,111.7,26.9,36.2,138,84.8,249.7,1,0.47,58.77,81.1,168.2,,133.6,61.5,0.78,1.85,0.81,0.02,1.7,14,6.67,6.67,5.64,3.44,5090300,10,2.06,2.06,312.8,5.13
2576,6.8,7,6.8,,,,,,,,0,0,0,0,0,,,,7,,,,,,6.8,-0.2,6.8,0,0,0,,6.8,,,,,,0,,0,0,0,,,0,NA,NA,0,0,7,NA
2577,736.6,1668.5,673.6,1837,-115.8,1526.4,194.8,354.4,298,228.3,19.29,16.22,10.6,12.43,31.03,1830.9,3.1,2.9,266.1,407.5,,496.6,467.2,31.1,673.6,659.3,1170.2,1.04,0.14,6.16,41.5,225,36,1022.5,151.7,0.02,1.17,0.74,0.02,3.62,5.2,355.51,1.35,1.2,24.82,26611560,10,7.32,7.32,1668.5,NA
2578,8.3,3.9,2.9,,,,,,,,0,0,0,0,0,,,,3,,,0.9,,,2.9,-0.1,3.8,0.31,0.31,0,,3.7,,0.1,0.1,,,0.31,,,0,0,,,0,NA,NA,0,0,3.9,NA
2579,1653.7,2128.5,1701.8,541.9,11.2,708.4,-155.3,77,-155.3,59.9,14.21,-28.66,-28.66,11.05,-10.91,504.6,27.3,3.2,1884.2,-182.4,,106.8,319.9,,1701.8,-182.4,1808.6,0.18,0,7.47,127.1,513.9,,1454.7,1126.8,3.79,4.11,0.06,3.29,521.8,5.58,1.75,52.37,14.08,1.13,1884150,1000,-84.28,-84.28,2128.5,NA
2580,316.8,274.7,198.1,329.9,-2.2,290.2,37.5,58,52.3,44.1,17.58,15.85,11.37,13.37,20.91,326.4,3,,65,133.1,,,64.1,12.5,198.1,117.9,198.1,0.25,0,3.48,6.9,112.7,11.5,121.2,57.1,1.63,1.89,0,0.33,27.21,6.26,4.78,55.93,43.67,10.5,6500003,10,5.77,5.77,274.7,6.92
2581,297.8,608.8,199.2,800.2,-4.1,772,24.1,91.3,47.6,73.5,11.41,5.95,3.01,9.19,21.18,798,0.4,,88.2,120.9,,295.6,96.8,7.3,199.2,-26.5,494.8,2.44,0.58,15.66,31.2,109,112.9,343.5,44.8,0.81,1.15,1.48,0.23,35.44,6.05,4.62,45.08,9.87,10.26,8821880,10,7.08,2.36,608.8,1.51
2582,360.1,511.2,84.3,351.7,1.6,332.4,20.9,47.7,29.4,26.2,13.56,8.36,5.94,7.45,25.36,344.2,1.1,2,30,54.5,,195.4,215.2,16.1,84.3,54.3,279.7,4.7,1.42,3.56,3,236.9,1.2,125.9,-47.7,0.26,0.43,2.32,0.02,7.23,5.36,5.18,71.2,48.28,6.38,300000,100,74.33,74.33,511.2,NA
2583,209.9,575.5,194.7,682.5,-2.5,667.9,12.1,59.1,19.6,29.6,8.66,2.87,1.77,4.34,6.43,681.5,0.4,0.4,110,147.2,,128.3,136.7,53.3,204.7,94.7,333,1.3,0.55,0,,295,,230.5,74.7,0.8,1.46,0.71,0.11,10.16,5.39,6.52,171.6,129.77,3.9,10000000,10,1.45,1.45,575.5,NA
2584,137.6,584.4,112.7,555.6,3.8,548.4,11,60.9,13.5,35.5,10.96,2.43,1.98,6.39,10.26,555.2,0.3,0.1,40.5,42.3,,318.5,140.6,12.5,112.7,42.2,431.2,4.03,2.02,0,,154.4,62.6,315.8,88.4,1.02,1.36,2.83,0.07,11.68,3.94,2.81,14.18,8.82,12.95,4050070,10,2.72,2.72,584.4,NA
2585,276.5,275.6,180.5,493.2,2,405.9,89.3,143.3,135.9,97.2,29.06,27.55,18.11,19.71,64.24,491.4,0.7,1.1,29.4,151.1,,40.1,46.6,8.4,180.5,151.1,220.6,0.45,0.06,16.34,29.5,92,,156.4,79.8,1.36,2.04,0.22,0.21,16.75,26.79,6.55,146.73,124.37,4.88,2753845,10,32.43,32.43,275.6,4.63
2586,2.5,8.5,2.6,24.7,,24.6,0.1,0.2,0.2,0.1,0.81,0.81,0.4,0.4,3.85,3.2,0.1,21.4,2,0.6,,,5.7,0.2,2.6,0.6,2.6,1.73,0,0,,0.7,,1.4,-4,0.26,0.26,0,0.24,19.37,5.95,,,,0,20000,100,5,5,8.5,NA
2587,1315.4,2558.6,937.9,1881.5,5.4,1606.3,280.6,625.6,430.6,441.9,33.25,22.89,14.91,23.49,34.25,1852.3,28.4,0.8,78.8,859.1,,1204.6,317.7,98.4,937.9,839,2142.5,1.52,0.8,49.94,468.4,1132.2,,1202.8,434.3,0.94,1.55,1.28,0.63,128.6,6.11,9.79,30.72,4.68,2.71,78818633,1,3.56,3.56,2558.6,23.61
2588,227.8,358.6,224.3,544.9,31.4,567,9.3,25.7,12.3,12.1,4.72,2.26,1.71,2.22,4.08,535,5.6,,30,194.3,,123.6,10.7,,224.3,154.5,347.9,0.6,0,0.58,1.3,29.3,19.5,262.2,127.9,1.02,1.95,0.55,0.17,15.91,62.87,5.09,15.69,16.27,5.26,3002000,10,4.36,4.36,358.6,19.94
2589,27.7,30.5,26.1,1.2,,1,0.2,0.2,0.2,0.2,16.67,16.67,16.67,16.67,0.77,1.1,,0.1,32,-5.9,,0.4,4,,26.1,-5.9,26.5,0.17,0,0,,25.3,,4,-0.4,0.91,0.91,0.02,0.89,1423.5,,,,,0,3200000,10,0.06,0.06,30.5,NA
2590,245.2,573.7,227.8,611.3,19.9,617.3,13.9,34.5,22.1,20.9,5.64,3.62,2.27,3.42,6.29,601,0.8,0.1,127,100.8,,156.4,170.6,18.9,227.8,78.9,384.2,1.39,0.36,18,41,111.4,,290.1,46.2,0.52,1.17,0.69,0.02,3.5,3.33,4.53,5.04,1.64,6.09,10510000,10,0.43,0.43,573.7,NA
2591,9.7,53.7,9.9,,,0.2,-0.2,-0.1,-0.2,-0.1,,,,,-2.01,,,,20.2,-23.3,,0.8,43,,9.9,-23.3,10.7,4.42,0.08,0,,53.3,,0.4,-42.6,0.01,0.01,0.08,0.01,1095,0,0,,0,0,NA,NA,0,0,53.7,NA
2592,463.1,454.1,350.1,488.5,45.4,495.1,38.8,81.3,57.7,63,16.64,11.81,7.94,12.9,16.45,485.9,2.5,,34.7,315.4,,21.2,47.4,35.4,350.1,112.6,371.3,0.14,0,2.03,7.1,163.7,,252.5,184.2,1.93,3.7,0.06,1.2,70.81,9.5,8.97,137.51,6.68,11.17,3471500,10,11.41,2.28,454.1,35.78
2593,28.3,60,17.1,68.7,0.1,68,0.8,5,1.4,1.4,7.28,2.04,1.16,2.04,5.18,68.4,0.2,0.1,12.2,2.4,,25.4,17.5,,17.1,2.4,42.5,2.45,0.29,0,,6.4,,40.4,2.5,0.37,1.07,1.49,0,0.57,4.27,5.82,4.94,3.72,4.93,NA,NA,0,0,60,NA
2594,106.2,957,112.5,0.5,0,6.6,-6.1,-0.1,-9.1,-9.1,-20,-1820,-1220,-1820,-6.17,0.5,,,41.3,729.4,,100,11.4,,112.5,15.8,212.5,0.99,0.89,37.24,41.9,768,110,2.2,-9.2,0.17,0.19,0.89,0.17,1155.83,0,,,3.33,0,3736600,10,-1.63,-1.63,957,NA
2595,7.8,14.6,7.5,13.4,-0.4,12.9,0.1,1,0.2,0.4,7.46,1.49,0.75,2.99,1.34,13.4,,,5.9,1.6,,4.7,2.4,,7.5,1.6,12.2,0.93,0.23,0,,1.3,2.3,6,0.6,0.81,1.11,0.63,0.02,2.9,5.6,3.57,12.9,11.46,6.77,NA,NA,0,0,14.6,NA
2596,131,375.1,118,626.1,-15.6,596.8,13.7,46.3,18.7,30.2,7.39,2.99,2.19,4.82,13.1,619.9,,6.2,29.9,74.6,,197.4,47.7,10.5,118,73.1,315.4,2.05,0.93,0,,180.1,,170.9,40.7,0.7,1.26,1.67,0.04,3.07,10.92,8.04,40.87,9.12,16.67,NA,NA,-0.01,-0.01,375.1,NA
2597,23,38,22.9,92.4,0.8,92.8,0.4,3.2,0.5,2.4,3.46,0.54,0.43,2.6,1.76,92.4,,,22.4,0.5,,11.4,3.7,,22.9,0.5,34.3,0.62,0.15,0,,17.9,,15.7,4.1,0.59,1.35,0.5,0.06,2.8,44.45,46.2,70.22,53.44,12.31,NA,NA,0,0,38,NA
2598,23,63.6,20.2,103.3,0.9,103.3,0.9,6.3,1,3.4,6.1,0.97,0.87,3.29,4.88,103.2,,0.1,17.5,2.7,,36,6,1.4,20.2,-1.8,56.2,2.07,0.61,1.49,0.3,23.4,,39,9.3,0.25,1.3,1.78,0.01,1.1,9.8,20.24,17.2,17,3.52,NA,NA,0,0,63.6,NA
2599,59.4,104.1,56.4,163.9,-3.8,157.1,3,14.7,3.8,11.2,8.97,2.32,1.83,6.83,5.51,163.3,,,30,26.4,,27.4,6.6,13.7,56.4,12.7,83.8,0.6,0.16,0,,53.8,,43.6,18.6,1.24,1.74,0.49,0.36,21.03,18.06,7.54,21.88,19.58,9.64,3000400,10,1.13,1.13,104.1,30.89
2600,131.8,639.2,125.2,283.7,30.1,297.6,16.2,43,23,29.7,15.16,8.11,5.71,10.47,14.35,282.8,,0.9,52.9,72.3,,476.4,14.9,22.7,125.2,62.8,601.6,3.89,3.03,25,31.3,198.7,,136.1,26.4,0.3,1.21,3.81,0.02,2.77,30.65,15,6.89,7.86,4.32,4445000,10,3.73,3.73,639.2,NA
2601,90.2,390.2,83.6,445.5,-3.2,429,13.3,48.5,14.7,28.9,10.89,3.3,2.99,6.49,16.23,445.1,,0.4,74.5,9.1,,234.4,24.2,48,83.6,9.1,318,3.08,1.4,0,,205.5,,154.9,26.5,0.91,1.13,2.8,0.05,6.38,27.31,4.59,54.68,41.04,6.42,7450000,10,1.79,1.79,390.2,2.14
2602,31.8,78,31.4,70.4,-2.8,67.6,0,1.5,0.2,0.9,2.13,0.28,0,1.28,0,69.5,0.9,,30,1.4,,19.1,27.2,0.3,31.4,1.4,50.5,1.46,0.61,0,,4.8,3.3,16.5,-10.7,0.38,0.61,0.61,0.01,1.05,2.08,8.91,9.44,8.98,144.86,4093000,10,-0.02,-0.02,78,-85.95
2603,-4.6,16.3,13.3,0.1,,2.1,-2,0,-2,-2.1,0,-2000,-2000,-2100,-13.99,,,,1.5,-5.7,,,2.5,0.5,13.3,-5.7,13.3,0.19,0,0,,0.6,,0.4,-2.1,0.16,0.16,0,0.04,365,0,0,,,0,150000,10,-14,-14,16.3,NA
2604,94.5,267.6,79.5,1172.4,10.5,1171,11.9,34.8,18.3,17.7,2.97,1.56,1.02,1.51,16.18,1167.9,4.1,0.4,10,69.5,,150.8,27.3,10,79.5,69.5,230.3,2.09,0.5,117.99,93.8,55.8,36.3,154.4,15.8,0.49,1.11,1.9,0.08,3.64,63.45,15.09,30.21,30.64,20.08,100000,100,120,120,267.6,NA
2605,-137.8,532.1,120.2,563.5,-28.1,577.8,-42.4,-31,-56,-35.3,-5.5,-9.94,-7.52,-6.26,-31.2,552.2,9.1,2.1,47.1,227.4,,17.5,240.1,,120.2,69.9,137.7,1.73,0.09,102.83,123.6,270,0.7,147.8,-97.1,0.32,0.6,0.15,0.04,4.63,2.35,9.6,8.23,6.6,3.77,471285,100,-90.39,-90.39,532.1,-15.5
2606,43.1,51.7,43.4,,,0.7,-0.7,-0.1,-0.9,-0.1,,,,,-1.6,,,,67.8,-24.4,,7.4,0.9,,43.4,-24.4,50.8,0.17,0.02,0,,2,5.5,4.3,-3.3,0.57,0.57,0.17,0.08,547.5,2,0,,,0,6800181,10,-0.1,-0.1,51.7,-37.4
2607,-2.4,68.4,5.7,101.5,-0.3,100.9,0.3,5,0.4,2.3,4.93,0.39,0.3,2.27,5.45,99.8,1.5,0.2,5,0.7,,30.6,32.1,,5.7,0.7,36.3,11,2.68,0,,20.6,,41.1,-6.3,0.78,0.87,5.37,0,0.37,4.86,3.06,502.13,506.6,15.15,NA,NA,0,0,68.4,NA
2608,50.8,89.8,46.2,91.5,-4.3,84.3,2.9,13.3,4.4,8,14.54,4.81,3.17,8.74,6.4,91.1,0.1,,8.8,37.4,,22.9,8.5,12.2,46.2,37.4,69.1,0.62,0.5,9.74,4.5,63.9,0.3,23,14.5,2.34,2.71,0.5,0.09,2.62,10.47,7.09,70.91,9.62,5.13,875800,10,3.2,3.2,89.8,10.45
2609,58.6,115.1,60.7,75.2,-3.7,71.2,0.3,5.5,0.9,3.4,7.31,1.2,0.4,4.52,0.47,75,0.2,,51.2,9.5,,25,11.9,17.5,60.7,9.5,85.7,0.43,0.07,0,,68.8,,40.9,9,0.89,1.28,0.41,0.75,120.99,83.14,12.93,49.68,10.5,1.59,5124200,10,0.33,0.33,115.1,22.61
2610,62.3,226.6,54.8,305.9,-3.1,298.6,4.2,33.8,6.9,21.4,11.05,2.26,1.37,7,7.97,302.9,2.1,0.4,49.5,5.3,,138.4,22.7,10.7,54.8,5.3,193.2,2.92,1.29,2.37,1.3,102.1,0.5,99.5,9.4,0.79,1.08,2.53,0.02,2.3,14.84,5.2,,160.51,7.38,NA,NA,0,0,226.6,NA
2611,1713,3750,1313.2,3639.3,65.6,3546.5,158.4,303,177.2,198.7,8.33,4.87,4.35,5.46,16.51,3623.6,,15.7,208.6,1104.6,,2266.7,151.9,18.2,1313.2,664.3,3579.9,1.84,1.15,0,,347.3,4.6,1386.6,551.3,0.83,1.53,1.73,0.02,1.83,27.78,5.91,15.85,9.9,12.78,13700000,10,11.55,11.55,3750,5.67
2612,116.9,539.1,93.5,471.1,-11.6,437,22.5,64,35.9,48.1,13.59,7.62,4.78,10.21,26.27,464.6,3.5,0.1,40,53.5,,204.6,179.7,61.3,93.5,53.5,298.1,4.01,1.45,0,,266.3,3.5,97.7,-151.3,0.12,0.38,2.19,0.01,2.16,2.38,19.08,24.43,16.61,5.69,300000,100,65.33,65.33,539.1,NA
2613,273.6,1670.3,192,806.6,-5.7,837.1,-36.2,170.8,-35.6,27.4,21.18,-4.41,-4.49,3.4,0,792.5,0.1,11.7,427.4,-185.9,,1221.2,196,11.6,227.3,-200.1,1448.5,7.37,4.42,0,,1070.6,7.3,537,-31.5,0.16,0.94,6.54,0.02,7.46,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,1670.3,NA
2614,27.5,124.7,26.7,162.8,-1.8,158.9,2.1,15.8,3.3,9.6,9.71,2.03,1.29,5.9,8.71,162.1,0.1,0.5,13.5,10.2,,64.9,28.9,4.2,26.7,10.2,91.6,3.46,2.25,4.49,1.2,45.5,,62.3,28.6,1.14,1.85,2.43,0.03,2.57,6.65,5.8,14.86,11.67,3.79,NA,NA,0,0,124.7,NA
2615,78.3,245.1,57,250.8,50.1,292.6,8.3,22.6,14.5,11.8,9.01,5.78,3.31,4.7,15.37,248.8,0.8,1.2,8.3,48.7,,71.5,112.6,4,57,49.1,128.5,3.08,0.45,6.32,3.6,30.2,2.2,195.4,41.5,0.53,1.27,1.25,0.03,8.28,2.72,3.44,11.28,5.36,4.25,825000,10,10.67,10.67,245.1,NA
2616,100.7,219.1,100.7,222.6,-1,200.4,21.2,52.3,32.8,51.3,23.5,14.73,9.52,23.05,23.54,222.4,,,221.5,-53.8,,14.3,37.1,,167.4,-54.1,181.7,0.47,0.14,57.6,58,125.3,,44.8,26.3,1.43,1.68,0.8,0.23,11.95,6.26,7.14,23.62,17.82,0,NA,NA,-0.01,-0.01,219.1,NA
2617,594.2,905.3,517,1356.8,27.6,1418.6,-34.2,262,-40,215.1,19.31,-2.95,-2.52,15.85,-5.56,1337.8,5.7,12.3,80.6,436.4,,4.6,379.1,4.6,517,436.4,521.6,0.67,0,16.42,84.9,170.3,183.6,450.7,67,0.62,1.17,0.01,0.09,11.14,3.04,5.43,27.59,9.44,2.11,14650000,10,-2.4,-2.4,905.3,NA
